Timestamp,Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for?,Where do you climb?,Hardest V Grade ever climbed ,Hardest V Grade climbed in the Last 3 months,The V grade you can send 90-100% of routes ,Hardest Route grade climbed (Ewbank grade) ,Hardest route climbed last 3 months (ewbank),Route grade you can send 90-100% of climbs,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Hangboard Frequency per week ,Hangboard grips used ,Style of Hangboarding chosen ,Max Weight hangboard 18mm edge - Half crimp (KG)  (10 seconds) (added weight only),Max Weight hangboard 18mm edge - open crimp (KG) (10 seconds)  (added weight only),"Min Edge used (mm, +kg if weight added ) - Half Crimp (10 seconds)","Min Edge used (mm, +kg if weight added) - Open crimp (10 seconds) ",Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,Endurance training ,General Strength Training frequency per week ,Time spent General strength training (hours),Type of Strength training,"Other activities (ie yoga, cardio)",Max pull up reps,5 rep max weighted pull ups,max push ups reps,max L-sit time 
03/02/2017 03:26:55,Male,188,77,188,9.5 - 10 years,Indoor and outdoor climbing,V7,V7,V6,26,25,25,3,9,1,1,"Half Crimp, Front 2, Middle 2","Max weight, Min Edge",30,,18,,1,1,0,I don't train for endurance,1,1,"Antagonists, Legs, Upper body pulling, Upper body pushing",yoga,14,,30,8 seconds
03/02/2017 04:53:29,Male,175,62,174,9 - 9.5 years,Indoor and outdoor climbing,V11,V11,V7,30,I don't climb routes,26,3,8,2,0,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Slopers",Other protocol,,,,,2,2,0,I don't train for endurance,2,2,No other strength training,,,,,
03/02/2017 05:47:13,Male,173 cm,72 kg,173 cm,More than 15 years,Indoor and outdoor climbing,V7,V6,V6,32,28,29,3,12,4,1,"Half Crimp, Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers, Pinch",Repeaters,,,,,1,1,1,"Laps of routes, other",1,1,"Antagonists, Core, Upper body pulling, Upper body pushing",,20,,30,
03/02/2017 07:57:27,Male,193,88,198,More than 15 years,Indoor and outdoor climbing,V5,V4,V3,23,23,20,3,8,2,1,Half Crimp,Repeaters,,,14,,0,0,1,"4x4, hangboard repeater protocols, ARC",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",yoga: 75 minutes 1x per week,11,,28,
03/02/2017 12:56:06,Male,188,84,196,3 - 3.5 years,Indoor and outdoor climbing,V8,V8,V5,24,23,23,4,6,7,0,I don't Hangboard,Max weight,30,,10,,1,1,2,other,2,2,"Antagonists, Core, Upper body pushing",,25ish,30,40,
03/02/2017 14:10:15,Male,184,76,186,2 - 2.5 years,Indoor and outdoor climbing,V6,V6,V3,23,20,19,3,8,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Running,15,,,
03/02/2017 15:04:30,Female,170,55,170,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,20,20,18,3,4,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"Laps of routes, route climbing intervals",1,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Cardio, Trapeze",8,8,30,1 min
03/02/2017 19:02:23,Male,175,68,175,More than 15 years,Indoor and outdoor climbing,V5,V2,V1,23,23,21,1,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,stretching,20,unkown,35,unkown
04/02/2017 06:51:56,Male,167,61,169,2 - 2.5 years,Indoor and outdoor climbing,V9,V9,V7,26,26,23,2,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
04/02/2017 08:03:04,Male,178,61,179,6 - 6.5 years,Indoor and outdoor climbing,V10,V8,V7,29,28,26,3,8,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,0,1,"Core, Upper body pulling",,24,,,
04/02/2017 15:30:14,Male,174,64.5,184,.5 - 1 years,Indoor Climbing only,V3,V3,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,,,,
04/02/2017 18:02:34,Female,162.5,53,170,12 - 12.5 years,Indoor and outdoor climbing,V10,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,3,12,6,2,Half Crimp,Max weight,20,Don't use open crimp,Didn't do min edge,Didn't do min edge,0,0,0,I don't train for endurance,2,4,"Antagonists, Upper body pushing",Yoga ,5,Don't do these,Never tried this,Never tried this
04/02/2017 20:20:18,Male,179,74,179,2.5 - 3 years,Indoor and outdoor climbing,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,1,5,4,2,"Half Crimp, Open Crimp","Min Edge, Other protocol",,,8,9,0,0,1,"Max moves, other",2,4,"Antagonists, Core, Upper body pulling, Upper body pushing",streching,15,,25,
05/02/2017 07:06:09,Male,177,79,177,1 - 1.5 years,Indoor Climbing only,V3,V3,V2,I don't climb routes,I don't climb routes,I don't climb routes,1,1,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,,2,3,"Legs, Core, Upper body pulling, Upper body pushing",Running 2x weekly,10,,30,
05/02/2017 09:45:05,Male,172.7,71.67,177.8,2 - 2.5 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,7,7,0,I don't Hangboard,I don't hangboard,,,,,0,0,3,"4x4, threshold intervals, other",0,0,No other strength training,,,,,
05/02/2017 18:07:51,Male,189,74,192,8 - 8.5 years,Indoor and outdoor climbing,V12,V11,V9,32,31,30,5,13,2,2,Half Crimp,"Max weight, Repeaters, One arm hang program",35,,,,0,0,1,"ARC, other",2,2,"Antagonists, Core, Upper body pulling, Upper body pushing",Yoga,25,25,50,
06/02/2017 08:03:32,Female,159,53,158,10.5 - 11 years,Indoor and outdoor climbing,V7,V7,V4,24,24,22,2,6,6,1,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Slopers, Pinch","Max weight, Repeaters, One arm hang program, Other protocol",,27,,,1,2,2,"hangboard repeater protocols, systems boards, Laps of routes, route climbing intervals",1,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Yoga, cardio, skiing ",12,,10,
06/02/2017 08:56:41,Male,181,71,183,7.5 - 8 years,Indoor and outdoor climbing,V9,V9,V5,29,29,24,5,8,3,1,"Half Crimp, Open Crimp, Slopers",Max weight,,,,,2,2,1,"4x4, hangboard repeater protocols",3,1,"Antagonists, Core, Upper body pushing",Stretching,22,,,
06/02/2017 10:08:53,Male,175,57,180,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V4,23,23,19,3,4,5,2,"Half Crimp, Open Crimp, Front 3, Back 3, Pinch","Max weight, Repeaters",,13,,,0,0,2,"hangboard repeater protocols, ARC",2,1,"Antagonists, Core, Upper body pulling","Light running/cycling, hiking about 1x/week",13,+20 lbs as of a year ago?,,
07/02/2017 22:35:46,Male,174,57,180,6 - 6.5 years,Indoor and outdoor climbing,V12,V11,V8,I don't climb routes,I don't climb routes,I don't climb routes,4,5,12,1,"Full Crimp, Half Crimp, Open Crimp, Monos","Max weight, Min Edge, Repeaters, One arm hang program",40,35,8,8,0,0,3,"4x4, Laps of routes, threshold intervals",1,2,"Core, Upper body pulling, Upper body pushing",,35,45,80,
08/02/2017 16:03:25,Male,183,76,190,6.5 - 7 years,Indoor and outdoor climbing,V3,V3,V2,25,25,21,3,12,6,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,route climbing intervals,6,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",BMX,30,,20,1 second
09/02/2017 11:52:18,Male,180,70,180,4.5 - 5 years,Indoor and outdoor climbing,V6,V7,V4,15,15,15,3,6,3,3,"Half Crimp, Open Crimp, Front 3, Front 2, Middle 2, Slopers","Repeaters, One arm hang program",Not done before,Not done before,Not done before,14,2,1,1,"4x4, hangboard repeater protocols, systems boards, Laps of routes",2,1,"Core, Upper body pulling",none,Not calculated before,Not calculated before,Not calculated before,Not calculated before
10/02/2017 01:16:02,Male,180,68,181,3 - 3.5 years,Indoor and outdoor climbing,V10,V10,V7,I don't climb routes,I don't climb routes,I don't climb routes,3,5,1,2,Half Crimp,"Max weight, Min Edge",64,64,"8mm, +8",No,0,0,1,Laps of routes,0,0,No other strength training,Exploring new bloc frontiers,15,+30kg,30,No
10/02/2017 05:59:52,Male,173,77,180,10 - 10.5 years,Indoor and outdoor climbing,V7,V7,V5,27,25,24,4,6,3,1,"Half Crimp, Middle 2, Pinch",Max weight,32,,8,,1,1,1,"hangboard repeater protocols, Laps of routes",3,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Yoga,16,25kg,,26s
10/02/2017 10:07:34,Male,187,78,183,0 - .5 years,Indoor Climbing only,V4,V4,V3,20,20,19,2,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,"ARC, other",3,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Running, Jump Rope",,,,
10/02/2017 16:28:51,Male,184,76,192,.5 - 1 years,Indoor Climbing only,V7,V7,V4,25,24,23,3,9,5,0,"Full Crimp, Half Crimp, Slopers, Pinch",Min Edge,,,,,0,0,0,I don't train for endurance,2,8,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",yoga,23,,35,40
10/02/2017 17:56:05,Male,178,70,178,2.5 - 3 years,Indoor and outdoor climbing,V4,V4,V4,26,26,25,3,4,2,3,"Half Crimp, Middle 2","Repeaters, ""no hangs""",23,,10,,0,0,0,I don't train for endurance,2,1,Core,,,23,,
11/02/2017 13:33:36,Male,189,80,188,3 - 3.5 years,Indoor and outdoor climbing,V7,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,4,10,4,2,Half Crimp,Max weight,38,38,8 mm,No idea ,0,0,1,"4x4, Max moves, Laps of routes",3,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Gymnastics training ,20,34,50,20
16/02/2017 10:22:32,Female,162,56,162,8.5 - 9 years,Indoor and outdoor climbing,V10,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,4,15,2,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Slopers","Max weight, Min Edge, Repeaters, One arm hang program, ""no hangs""",55 lbs,75 lbs, 6 mm 10 seconds,8 mm + 30 lbs 10 seconds,1,2,1,"4x4, ARC",1,2,"Antagonists, Legs, Core, Upper body pushing",yoga and cardio,unsure,+40 lbs,unsure,unsure
18/02/2017 03:49:18,Male,177.8,65.7,177.8,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V4,25,22,23,3,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,"I don't train for endurance, route climbing intervals",0,0,No other strength training,,10,,25,
18/02/2017 04:17:34,Female,188,92,193,3.5 - 4 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,4,8,3,1,"Half Crimp, Open Crimp, Front 3, Middle 2, Slopers","Min Edge, Other protocol",,,12mm +11.34kg,18mm +18kg,1,1,0,I don't train for endurance,2,3,"Antagonists, Core, Upper body pulling",Ring work,15,18kg,25,0
18/02/2017 04:35:47,Male,180,158,185,1 - 1.5 years,Indoor Climbing only,V4,V4,V3,25,24,22,4,10,6,0,I don't Hangboard,I don't hangboard,,,,,0,0,2,"Laps of routes, other",2,5,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",cardio,15,,25,100 sec
18/02/2017 04:52:55,Female,167.5,58,167,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,24,22,20,4,7,1,1,"Full Crimp, Front 3, Front 2, Middle 2, Slopers, Pinch",Repeaters,,,,,0,0,1,"4x4, Laps of routes, ARC, route climbing intervals",2,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Yoda, hiking, stairstepper/elliptical",3,,25,
18/02/2017 04:58:21,Male,170,61.2,170,4.5 - 5 years,Indoor and outdoor climbing,V10,V9,V8,26,24,20,1,3,3,2,"Open Crimp, Front 3, Back 3, Front 2, Middle 2, Back 2, Slopers",One arm hang program,0,0,0,0,1,1,0,I don't train for endurance,2,2,"Antagonists, Core, Upper body pulling, Upper body pushing",,15,50 lbs,15,2 minutes
18/02/2017 06:19:10,Male,190.5,68.7,193.4,8 - 8.5 years,Indoor and outdoor climbing,V11,I don't boulder,V7,29,20,17,3,12,4,0,I don't Hangboard,I don't hangboard,,,,,0,0,4,"Laps of routes, route climbing intervals, threshold intervals, other",3,4,"Antagonists, Legs, Core, Upper body pushing","Yoga, cardio",100,,100,
18/02/2017 06:22:46,Male,178,59,178,4.5 - 5 years,Indoor Climbing only,V8,V7,V5,I don't climb routes,I don't climb routes,I don't climb routes,2,4,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
18/02/2017 06:24:59,Male,183,77,183,1 - 1.5 years,Indoor Climbing only,V4,V3,V2,23,23,18,4,8,0,0,I don't Hangboard,I don't hangboard,N/A,N/A,,N/A,0,0,1,4x4,0,0,No other strength training,N/A,N/A,N/A,N/A,N/A
18/02/2017 06:45:31,Male,179,70.3,182,1 - 1.5 years,Indoor and outdoor climbing,V3,V3,V2,20,20,18,3,7,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, ARC",2,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Yoga, bike",8,,,
18/02/2017 06:51:58,Male,180,67,180,.5 - 1 years,Indoor Climbing only,V4,V4,V4,I don't climb routes,I don't climb routes,I don't climb routes,2,5,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,5,3,"Antagonists, Legs, Core, Upper body pushing",football,,,40,16 seconds
18/02/2017 06:55:55,Female,162,53,164,0 - .5 years,Indoor and outdoor climbing,V2,V2,V1,15,15,14,4,8,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,4x4,4,2,"Legs, Core, Upper body pulling",,8,,,
18/02/2017 07:02:39,Female,170,54,169,1 - 1.5 years,Indoor and outdoor climbing,V3,V3,V2,23,23,20,3,4,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","yoga, running",10,,50,
18/02/2017 07:11:36,Male,168,68,170,2 - 2.5 years,Indoor and outdoor climbing,V3,V3,V1,22,22,17,5,8,6,2,"Half Crimp, Open Crimp",Repeaters,,,,,0,0,2,"hangboard repeater protocols, Laps of routes",2,1,"Antagonists, Core",,,,,
18/02/2017 07:22:09,Male,187.96,74.8,198.12,4.5 - 5 years,Indoor and outdoor climbing,V9,V8,V8,28,27,27,5,10,5,2,"Open Crimp, Slopers, Pinch","Max weight, Repeaters, One arm hang program",I only open hand ,20.4,-,-,3,2,4,"hangboard repeater protocols, Max moves, systems boards, Laps of routes, route climbing intervals",4,2,"Core, Upper body pulling, Upper body pushing",Slackline,25ish,-,40ish,25s 
18/02/2017 07:59:15,Male,188,75,192,5.5 - 6 years,Indoor and outdoor climbing,V10,V10,V7,31,31,27,4,15,4,2,"Half Crimp, Open Crimp",Max weight,+65lbs,+30lbs (use a sloping edge though bam board),8mm(rptc),8mm(rptc),0,0,2,"4x4, threshold intervals",2,2,"Antagonists, Upper body pushing",2-3 hrs hiking/week,,,25,28 seconds
18/02/2017 08:02:42,Male,177,66,183,4.5 - 5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,27,27,22,3,9,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,Running,18,,35,
18/02/2017 08:36:19,Male,168,63,171,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V5,24,24,20,3,7,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,threshold intervals,3,1,"Antagonists, Upper body pulling",,17,30,30,15
18/02/2017 09:45:18,Male,193,81.6466,Unknown,.5 - 1 years,Indoor Climbing only,V4,V4,V2,21,21,20,3,4,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,2,"Core, Upper body pulling, Upper body pushing",,5,,15,
18/02/2017 10:11:55,Male,172,72,160,2.5 - 3 years,Indoor and outdoor climbing,V5,V5,V4,23,23,20,2,4,2,2,"Half Crimp, Open Crimp",Other protocol,-9.5,-6.8,,,0,0,1,"ARC, Feet on 'campusing'",1,2,"Antagonists, Core, Upper body pulling, Upper body pushing","Yoga, ski touring",,,,
18/02/2017 11:05:14,Male,181,72,184,3 - 3.5 years,Indoor and outdoor climbing,V9,V9,V7,29,28,27,2,6,9,2,"Half Crimp, Open Crimp, Front 2, Middle 2, Back 2, Slopers, Pinch",Repeaters,,,,,1,1,0,I don't train for endurance,3,9,"Antagonists, Core, Upper body pulling, Upper body pushing",,25,27,30,Floor: 25 seconds
18/02/2017 11:05:54,Female,170,58,180,14 - 14.5 years,Indoor and outdoor climbing,V9,V9,V6,26,25,25,4,12,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,my 1 hour of training is on a woodie... i guess that is really just more climbing really; I also try to run once a week but I hate it. ,8-12,0? no idea what this is. ,15,0; definitely don't know what this is either. This survey makes me feel like I should be training...
18/02/2017 11:16:55,Male,172,70,180,1.5 - 2 years,Indoor and outdoor climbing,V5,V4,V3,25,25,23,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,3,"Antagonists, Legs, Core, Upper body pushing",,20,,50,
18/02/2017 11:33:29,Male,186,74,190,3 - 3.5 years,Indoor Climbing only,V9,V8,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,10,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, Laps of routes",2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,15,,20,
18/02/2017 13:43:23,Male,183,80,175,.5 - 1 years,Indoor and outdoor climbing,V4,V4,V2,22,18,16,1,3,6,0,I don't Hangboard,I don't hangboard,na,na,na,na,0,0,1,"Max moves, Laps of routes",5,6,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","yoga, cardio, stretch ruotines",15,na,20,na
18/02/2017 13:50:44,Male,182,79,185,3.5 - 4 years,Indoor and outdoor climbing,V6,V6,V5,24,22,22,2,4,2,2,"Open Crimp, Front 3, Front 2, Middle 2, Slopers",Other protocol,,,,,0,0,0,I don't train for endurance,1,2,"Upper body pulling, Upper body pushing",Slackline,10,,,
18/02/2017 15:27:33,Male,178,55,180,.5 - 1 years,Indoor Climbing only,V5,V4,V2,I don't climb routes,I don't climb routes,I don't climb routes,1,2,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,4,8,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Paddling,15,50,,
18/02/2017 15:28:11,Male,177.8,132,177.8,6 - 6.5 years,Indoor Climbing only,V7,V6,V5,I don't climb routes,I don't climb routes,I don't climb routes,3,6,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,3,3,"Legs, Core, Upper body pulling, Upper body pushing","Yoga, hiking",15,,17,
18/02/2017 15:43:27,Male,175,61,177,1 - 1.5 years,Indoor and outdoor climbing,V8,V8,V5,24,24,21,4,10,12,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"4x4, route climbing intervals",1,2,"Legs, Core, Upper body pulling, Upper body pushing",Yoga biking,15,,35-45,5 sec
18/02/2017 18:13:49,Male,177,81.5,176,1 - 1.5 years,Indoor and outdoor climbing,V6,V5,V4,22,22,20,3,12,2,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,1,1,"Legs, Core, Upper body pulling",,6,,,
18/02/2017 20:35:08,Female,155,47,157,1.5 - 2 years,Indoor Climbing only,V4,V3,V3,I don't climb routes,I don't climb routes,I don't climb routes,1,8,3,1,"Full Crimp, Half Crimp, Open Crimp, Slopers, Pinch, Monos","Max weight, Min Edge, Repeaters",,,,,1,1,1,"4x4, Laps of routes",3,2,"Legs, Core, Upper body pulling, Upper body pushing",Cardio (HIIT & LISS),12,,31,
18/02/2017 22:06:06,Male,187,85,190,.5 - 1 years,Indoor Climbing only,V4,V4,V3,29,24,24,2,4,5,2,"Full Crimp, Half Crimp, Open Crimp, Front 3, Back 3, Slopers, Pinch",Repeaters,,,,,1,1,2,"4x4, hangboard repeater protocols",3,1,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Cycling.,15,,50,
19/02/2017 02:46:57,Male,183,70,190,2.5 - 3 years,Indoor and outdoor climbing,V8,V8,V6,24,24,23,3,8,4,0,I don't Hangboard,I don't hangboard,30,30,12,12,0,0,0,"I don't train for endurance, other",4,4,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",run 2x per week,18,20,40,40
19/02/2017 08:53:15,Male,178,63,185,13 - 13.5 years,Indoor and outdoor climbing,V11,V9,V8,30,29,29,3,6,3,1,"Open Crimp, Front 3, Slopers, Pinch","Max weight, Min Edge, Repeaters",45,45,6mm ,6mm,1,1,1,"4x4, hangboard repeater protocols, systems boards, Laps of routes",3,1,"Antagonists, Core, Upper body pulling, Upper body pushing",light cardio,24,35,30,
19/02/2017 08:54:28,Female,156,42,130,1.5 - 2 years,Indoor and outdoor climbing,V0,V0,V0,18,18,17,2,4,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,Laps of routes,1,1,Core,,,,,
19/02/2017 14:51:36,Male,165,63,175,4 - 4.5 years,Indoor and outdoor climbing,V10,V9,V8,25,I don't climb routes,I don't climb routes,4,15,6,2,Half Crimp,"Max weight, Min Edge, Other protocol",43,,"14, 29",,1,3,0,,1,2,"Antagonists, Core, Upper body pulling",,,,,
19/02/2017 18:50:46,Male,177,70,177,0 - .5 years,Indoor Climbing only,V2,V2,V1,20,20,17,1,3,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,2,3,"Legs, Upper body pulling, Upper body pushing",,8,,,6
21/02/2017 02:33:06,Male,178,79.8,178,3 - 3.5 years,Indoor Climbing only,V6,V6,V4,21,21,19,3,5,1,1,"Half Crimp, Open Crimp, Front 3, Slopers",Repeaters,,,,,1,1,0,,2,3,"Antagonists, Core, Upper body pushing","Yoga, Weight Lifting, Running, Biking",,,,
21/02/2017 12:08:26,Male,177.8,59.87419284,idk,1 - 1.5 years,Indoor Climbing only,V9,V9,V5,27,26,24,5,10,0,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,,,,
22/02/2017 03:17:11,Male,194,86,n/a,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V3,22,22,20,3,2,6,1,"Open Crimp, Slopers, Pinch",Min Edge,,,,,1,2,1,"4x4, Laps of routes",1,2,"Antagonists, Upper body pulling","Yoga, running",25,n/a,25,n/a
22/02/2017 05:02:26,Male,172,61,174,3.5 - 4 years,Indoor and outdoor climbing,V10,V10,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,10,10,1,"Half Crimp, Open Crimp, Front 3, Monos","Max weight, Min Edge, ""no hangs""",16,24,8,8,0,0,1,"4x4, systems boards, ARC, route climbing intervals",3,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",,22,24,60,30
22/02/2017 18:28:58,Male,178,73.4,190,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,3,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,4x4,3,3,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing",Running,15,Body weight + 35 lbs,40,30 sec
24/02/2017 06:16:27,Male,175,68,175,7 - 7.5 years,Indoor and outdoor climbing,V6,V5,V4,25,25,23,2,5,2,1,"Half Crimp, Open Crimp, Front 3",Max weight,32,30,6,8,0,0,1,"Laps of routes, ARC",1,1,"Antagonists, Core, Upper body pulling, Upper body pushing",Biking,15,25,20,
25/02/2017 04:18:12,Male,190.5,78,190.5,3 - 3.5 years,Indoor and outdoor climbing,V7,V7,V5,25,24,24,4,8,6,3,Half Crimp,"Max weight, Min Edge",,,"8,+15",,0,0,0,I don't train for endurance,2,2,"Antagonists, Legs, Core, Upper body pulling, Upper body pushing","Yoga, Running, Nordic Skiing, Basket ball, Biking",15,20 lbs,25,0
25/02/2017 09:25:43,Male,187.96,77.1,195.58,2.5 - 3 years,Indoor Climbing only,V9,V9,V5,28,28,22,3,2,2,1,"Half Crimp, Open Crimp, Front 3, Middle 2, Slopers, Pinch","Min Edge, Repeaters, Other protocol",20.14,20.14,,,1,1,1,4x4,2,3,"Antagonists, Legs, Core, Upper body pushing",Bike,25,40.82,30,20 seconds
10/03/2017 17:59:30,Male,184,75,78,4 - 4.5 years,Indoor and outdoor climbing,V6,V6,V4,22,22,21,2,6,2,4,"Half Crimp, Open Crimp",One arm hang program,-10,-15,,,0,0,2,"Laps of routes, ARC, Feet on 'campusing'",1,1,"Core, Upper body pulling, Upper body pushing",,15,+50,,
11/03/2017 00:42:32,Male,178,79,181,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V4,25,25,23,3,5,4,2,"Open Crimp, Front 3, Front 2, Middle 2, Slopers","Max weight, Repeaters",,20,,,0,0,2,"hangboard repeater protocols, Laps of routes",3,3,"Antagonists, Core, Upper body pulling, Upper body pushing",Cardio,17,15kg,70,
18/03/2017 20:41:51,Female,170,51,168,5 - 5.5 years,Indoor and outdoor climbing,V7,V4,V4,28,I don't climb routes,21,2,4,5,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,route climbing intervals,1,1,"Legs, Core, Upper body pulling, Upper body pushing",,15,,30,
21/03/2017 09:24:53,Male,182,83.6,180,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,5,4,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,"4x4, Feet on 'campusing'",0,0,"Antagonists, Core, Upper body pulling, Upper body pushing",,6,,,
19/04/2017 19:35:12,Male,165,68,178,More than 15 years,Indoor and outdoor climbing,V13,V10,V10,33,33,32,3,5,4,0,I don't Hangboard,I don't hangboard,One hand? Negative then,,,,0,0,0,Laps of routes,0,0,No other strength training,Nope,10,,30,
19/04/2017 22:37:25,Male,177,71,177,.5 - 1 years,Indoor Climbing only,V5,V5,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,3,3,0,I don't Hangboard,I don't hangboard,,,,,1,1,0,I don't train for endurance,0,0,Core,,15,,20,
19/04/2017 23:08:28,Male,183,80,183,2 - 2.5 years,Indoor and outdoor climbing,V7,V7,V4,26,24,22,2,3,1,0,I don't Hangboard,I don't hangboard,,,,,1,0,0,I don't train for endurance,1,1,"Antagonists, Core, Upper body pulling, Upper body pushing",cardio,15,40,40,
19/04/2017 23:11:36,Male,183,70,187,.5 - 1 years,Indoor and outdoor climbing,V7,V7,V5,25,25,22,3,8,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,0,I don't train for endurance,0,0,No other strength training,,18,,,
19/04/2017 23:20:10,Female,178,61,170,1 - 1.5 years,Indoor and outdoor climbing,V3,V3,V2,19,19,17,3,9,1,0,I don't Hangboard,I don't hangboard,,,,,0,0,1,"Laps of routes, Feet on 'campusing'",1,1,Core,Running,3,,10,
19/04/2017 23:30:10,Male,180,74.8,180,7.5 - 8 years,Indoor and outdoor climbing,V10,V10,V9,31,30,28,4,14,6,2,Half Crimp,"Max weight, Min Edge",,38.5,3mm,,1,1,1,4x4,1,1,Core,,15,,,
